WKT,ResourceID,PRN TYPE,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Heritage Asset Name,Name Type,Artefact/Ecofact Type,Material,ArtefactType PERIOD,Artefact/Ecofact Type PERIOD FROM,Artefact/Ecofact Type PERIOD TO,Description,Description Type,Easting,Northing,Inscription Content,Inscription Language,Inscription Note,Inscription Script,Translation,Compiler,Date of Compilation,Date of Last Update,Dimension Type,Dimension Measurment Unit,Dimension Value,Recovery Method,Storage Location,Storage Reference Number
POINT (-0.539896179024696 53.2299237947235),B2746978-A23B-418F-A125-7D7BC6EBD2AC,,Lincoln Heritage Database Event No,1605,,"""Medieval Pipkin, 292 High Street""",Primary,PIPKIN,CERAMIC,Medieval,1066,1540,"""14th century glazed pipkin""",Summary,497564,371315,,,,,,,,,,,,Chance find,The Collection,4.54
POINT (-0.536995892739457 53.2411702237441),B3299927-D662-41E9-9DC9-3FF5AC56CA74,,Lincoln Heritage Database Event No,1667,,"""Roman Gold Plaque, Blenkin Hall Newport""",Primary,PLAQUE,GOLD,Roman,0043,0410,"""Gold ring-bezel plaque with figure of smith-god (Vulcan?) in relief""",Summary,497732,372570,,,,,,,,,,,,Chance find,The Collection,114.81
POINT (-0.543112611323071 53.2225556869837),B3D8EC95-7DBF-4325-9668-C92573847A6C,,Lincoln Heritage Database Event No,609,,"""Roman Tombstone and Cremations, 64 Monson Street""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Two fragments of Roman tombstone were discovered here at a depth of c.5 feet (1.52m), as well as an earthenware urn containing charred bones and three ""lachrymatories"". Found while digging foundations for Seelys steam bakery at 64 Monson Street (Lincs. Times exact date not known)""",Summary,497366,370491,,,,,,,,,,,,Chance find,,
,B3D8EC95-7DBF-4325-9668-C92573847A6C,,,,,,Primary,LACHRYMATORY (RELIGIOUS),CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.539834352093675 53.2370248485005),B480D209-AC8B-4A1D-B754-4E3D36033396,,Lincoln Heritage Database Event No,1497,,"""Early medieval bone mouthpiece, Lillicrap Court""",Primary,WIND INSTRUMENT,Bone,Early Medieval,0410,1066,"""Find of Viking/Norman bone mouthpiece, possibly for a flute, in the style of a stylised grotesque head, probably of a horse""",Summary,497552,372105,,,,,,,,,,,,Chance find,The Collection,1.71
POINT (-0.536315082630709 53.2382851851653),B4AB0C48-8086-468A-B5CA-6BFEA389DF80,,Lincoln Heritage Database Event No,325,,"""Roman and Medieval pottery, 8 Stonefield Avenue""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman and medieval pottery was recovered from the garden by the owner and were submitted to the Museum.""",Summary,497784,372250,,,,,,,,,,,,Chance find,The Collection,40.58
,B4AB0C48-8086-468A-B5CA-6BFEA389DF80,,,,,,Primary,SHERD,CERAMIC,Early Medieval,0410,1066,,Summary,,,,,,,,,,,,,,,,
,B4AB0C48-8086-468A-B5CA-6BFEA389DF80,,,,,,Primary,SHERD,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534790694796792 53.2311466646226),B56E5067-AA13-4507-BFA0-03F6E6869E75,,Lincoln Heritage Database Event No,1456,,"""Pipkin, School of Art""",Primary,PIPKIN,CERAMIC,Uncertain,,,"""Pipkin""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9622.06
POINT (-0.53777885775271 53.2300686428939),B609A656-5918-4F08-B9FE-170697D9C3B1,,Lincoln Heritage Database Event No,1520,,"""Alabaster Tablet Fragment, Co-op Silver Street""",Primary,INSCRIBED OBJECT,ALABASTER,Uncertain,,,"""Part of alabaster tablet""",Summary,497705,371334,,,,,,,,,,,,Chance find,The Collection,464.11
POINT (-0.537457806948971 53.2131102167243),B6F1B2C8-40E3-42E2-A530-15DFC814C47D,,Lincoln Heritage Database Event No,584,,"""Roman Tombstone, South Common""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""A Roman sepulchral slab of Caius Valerius was recovered from a site on the Common. The exact location is unknown, but it was during construction of cricket pitches, so at the flatter north end.""",Summary,497765,369448,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.543112611323071 53.2225556869837),B70CE101-B5FB-4B43-8821-5B596F4BFE5A,,Lincoln Heritage Database Event No,7884,,"""Possible Roman Inscribed Grave Slab, Monson Street""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Fragment of inscribed grave slab found ""on the site of Mr Seelys biscuit factory"". 64 Monson Street""",Summary,497366,370491,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.537408181036762 53.2295157269355),B7CAE4B0-5F4E-4964-BEFE-268B40AFD67B,,Lincoln Heritage Database Event No,1540,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,938.13
POINT (-0.534790694796792 53.2311466646226),B7D9B474-10FC-4D65-89D0-95A8ADA2311B,,Lincoln Heritage Database Event No,1458,,"""Elizabethan Pottery, School of Art""",Primary,SHERD,CERAMIC,Post Medieval,1540,1901,"""Four pieces of fine Elizabethan bowl""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9624.06
,B7D9B474-10FC-4D65-89D0-95A8ADA2311B,,,,,,Primary,BOWL,CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.540275144427353 53.2293530993549),B802E7F0-441E-4F62-92C9-A62260C7798E,,Lincoln Heritage Database Event No,1496,,"""Roman Architectural Fragments, 294 High Street""",Primary,ARCHITECTURAL FRAGMENT,STONE,Roman,0043,0410,"""Other finds made during demolition of Battles. Includes a Roman moulded stone pillar base found on top of a substantial ?Roman wall and other pottery ranging from Stamford ware to post-med sherds. Iron spade blade.""",Summary,497540,371251,,,,,,,,,,,,Chance find,The Collection,130.7
,B802E7F0-441E-4F62-92C9-A62260C7798E,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.542924464382063 53.2338353831809),B8B0F024-CF7C-426F-B3EB-E91AA6D4C333,,Lincoln Heritage Database Event No,7674,,"""Coin Moulds, Motherby Hill""",Primary,COIN MOULD,Clay,Uncertain,,,"""E J Willson records the finding of coin moulds in 1812.""",Summary,497353,371746,,,,,,,,,,,,Chance find,,
POINT (-0.534870451045844 53.2406586804319),B8D0F55F-B685-4F34-B894-071D3F717D30,,Lincoln Heritage Database Event No,1543,,"""Roman Bronze Boss, Newport cemetery""",Primary,BOSS,BRONZE,Roman,0043,0410,"""Bronze boss""",Summary,497875,372516,,,,,,,,,,,,Chance find,The Collection,347.14
POINT (-0.538475395590051 53.24260873225),B9ADDE03-2D90-4AF6-9EF1-F53ADE7FDAAD,,Lincoln Heritage Database Event No,1600,,"""Roman Brooch, Newport Garage""",Primary,BROOCH,METAL,Roman,0043,0410,"""1st century RB brooch""",Summary,497630,372728,,,,,,,,,,,,Chance find,The Collection,100.52
POINT (-0.538526246052322 53.2336377056797),B9F79BDD-B532-4954-B920-D141E8A29DFB,,Lincoln Heritage Database Event No,1502,,"""Post Medieval Objects, 1 Christs Hospital Terrace""",Primary,SHERD,CERAMIC,Post Medieval,1540,1901,"""Collection of objects including Nottingham stoneware cup fragment, 17th century clay pipe bowl and bone handled fork c.1760""",Summary,497647,371730,,,,,,,,,,,,Chance find,The Collection,6.72
,B9F79BDD-B532-4954-B920-D141E8A29DFB,,,,,,Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
,B9F79BDD-B532-4954-B920-D141E8A29DFB,,,,,,Primary,FORK (UTENSIL),Bone,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.543793237397389 53.2316345503502),BB5C63B9-ECD1-4444-9303-BE85E24F4B75,,Lincoln Heritage Database Event No,5070,,"""Roman Coin, West Parade area""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin; Antoninianus of Claudius Gothicus, AD268-270, Obverse: DIVO CLAVDIO, Reverse: CONSECRATIO""",Summary,497300,371500,"""Obverse: DIVO CLAVDIO, Reverse: CONSECRATIO""",Latin,,Roman,,,,,,,,Chance find,,
POINT (-0.547929014882636 53.2333840431153),BC566550-1AC8-4984-82FE-D63D05E1CF20,,Lincoln Heritage Database Event No,576,,"""Undated pottery, 6 Ashlin Grove""",Primary,SHERD,CERAMIC,Uncertain,,,"""A potsherd was found in the back garden""",Summary,497020,371689,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.53837794881705 53.2349124155319),BCDA1AE8-AF91-47C6-8D15-7359456D4EAF,,Lincoln Heritage Database Event No,1454,,"""Medieval Pitcher, 90 Bailgate""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Portion of pitcher.""",Summary,497654,371872,,,,,,,,,,,,Chance find,The Collection,9618.06
,BCDA1AE8-AF91-47C6-8D15-7359456D4EAF,,,,,,Primary,PITCHER,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534870451045844 53.2406586804319),BD4BA6E7-FFC8-4B78-A6F7-FE96EBD5AF39,,Lincoln Heritage Database Event No,1621,,"""Roman Amphora Handle, Newport cemetery""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman amphora handle stamped L.M.VE""",Summary,497875,372516,,,,,,,,,,,,Chance find,The Collection,18.59
POINT (-0.533565933215264 53.2319137023141),BD6FB78B-82F7-49F0-91BD-47EB3E8F108B,,Lincoln Heritage Database Event No,295,,"""Early Medieval Pottery, Technical College""",Primary,SHERD,CERAMIC,Early Medieval,0410,1066,"""In the area of the tennis courts, a quantity of Saxo-Norman and early medieval pottery was found by a Mr Evans of Mount Street""",Summary,497982,371545,,,,,,,,,,,,Chance find,The Collection,47.76
POINT (-0.538439663008286 53.2287013321646),BDA364DD-A71E-4F21-ABBC-80FCFFE95460,,Lincoln Heritage Database Event No,1563,,"""Roman Urn, Savoy Cinema site Saltergate""",Primary,URN,CERAMIC,Roman,0043,0410,"""Small urn in burnished hard grey ware""",Summary,497664,371181,,,,,,,,,,,,Chance find,The Collection,55.36
POINT (-0.537408181036762 53.2295157269355),BDA3832B-4150-40E2-A7A3-57358CA00E60,,Lincoln Heritage Database Event No,1541,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,939.13
POINT (-0.542395143690321 53.2225109562888),BE1F0757-0488-460B-B1DD-6797264164BD,,Lincoln Heritage Database Event No,6973,,"""Roman Cinerary Urn, Monson Street""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""A Roman mica-dusted pinkish cinerary urn was found intact while building houses. It was stamped CAMARO.F. Dimensions: 16.5 cm high, 7cm wide at the base, 12.2cm at the top. With seven rows of projecting knobs; thought to be from Boultham kilns.""",Summary,497414,370487,,,,,,,,,,,,Chance find,,
POINT (-0.543838971995336 53.2302866640516),BEC2B5DF-8070-4018-B7E2-9CE945CBC2FD,,Lincoln Heritage Database Event No,11238,,"""Roman sculpture, The Park""",Primary,SCULPTURE,,Roman,0043,0410,"""Find of a Roman four-sided sculpture, by workmen in Besom Park""",Summary,497300,371350,,,,,,,,,,,,Chance find,The Collection,10906.06
POINT (-0.537408181036762 53.2295157269355),C0338D11-142F-44C1-A5DF-0746D232E353,,Lincoln Heritage Database Event No,1536,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,934.13
POINT (-0.544826082089583 53.2298941853746),C0459045-29E3-4355-BDDD-64186FC99956,,Lincoln Heritage Database Event No,741,,"""Roman Pottery and Human Remains, Lucy Tower Street (behind Health Centre)""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Human bones and Roman pottery were discovered by workmen whilst building a soakaway. Also found was one sherd of shell-tempered 11th century-type ware. According to the workmen this material was found at a depth of c 5.286m O.D""",Summary,497235,371305,,,,,,,,,,,,Chance find,The Collection,
,C0459045-29E3-4355-BDDD-64186FC99956,,,,,,Primary,HUMAN REMAINS,Bone,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.567878923929071 53.1994648125955),C0CCDED8-054F-432E-8D10-BC2DDC69E73B,,Lincoln Heritage Database Event No,10651,,"""Roman Coin, 430 Newark Road""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, probably of Claudius,  AD41-54.  Reverse; Victory holding shield in right hand SC in field. Found in the garden.""",Summary,495764,367889,,,,,,,,,,,,Chance find,,
POINT (-0.538405189277116 53.2341126720709),C10D3D30-1759-4D69-AE1D-1576193CE91A,,Lincoln Heritage Database Event No,11198,,"""Medieval tomb slab, West of the west front, Lincoln Cathedral""",Primary,TOMBSTONE,STONE,Medieval,1066,1540,"""Monumental sepulchral slab discovered when lowering the ground at the west end of Lincoln Cathedral. Part of the cemetery of St Marys Church""",Summary,497654,371783,,,,,,,,,,,,Chance find,,
POINT (-0.534790694796792 53.2311466646226),C12087BF-5324-4D1B-B667-63A8AD261AA3,,Lincoln Heritage Database Event No,1437,,"""Tear Bottle, School of Art""",Primary,LACHRYMATORY (RELIGIOUS),GLASS,Roman,0043,0410,"""Tear bottle""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9588.06
POINT (-0.546017736538995 53.2234631575639),C1E52D81-5393-4FB7-B24E-F67BA0D53BE6,,Lincoln Heritage Database Event No,1493,,"""Urn, Sheaf Wood Works""",Primary,URN,CERAMIC,Uncertain,,,"""Urn. 16 1/4 inches high""",Summary,497170,370588,,,,,,,,,,,,Chance find,The Collection,251.09
POINT (-0.561152271042869 53.210782655977),C1FC7E0C-3EC9-4E21-87F6-B0F614574C5C,,Lincoln Heritage Database Event No,10671,,"""Roman Coin, 4 Park Lodge""",Primary,COIN,BRONZE,Roman,0043,0410,"""Find of a Roman coin; a bronze Antoninianus. Illegible.""",Summary,496188,369157,,,,,,,,,,,,Chance find,The Collection,69.74
POINT (-0.538206100828136 53.2302806449828),C3313160-6062-476D-81DA-10A0EC9F92BA,,Lincoln Heritage Database Event No,1617,,"""Roman and Medieval Pottery, Co-op building Silver Street - Flaxengate""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman and medieval pottery and bone objects""",Summary,497676,371357,,,,,,,,,,,,Chance find,The Collection,34.58
POINT (-0.509807858429569 53.2309448255213),C4758147-03ED-45CA-92A0-658D2E798728,,Lincoln Heritage Database Event No,1530,,"""Roman Plaster Pieces, Greetwell Villa""",Primary,WALL PLASTER,PLASTER,Roman,0043,0410,"""Roman plaster pieces""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,304.12
POINT (-0.539827417336686 53.2297431596142),C4F1EF1F-7C49-413B-9CB1-587CEE480CCE,,Lincoln Heritage Database Event No,1569,,"""Post Medieval Spoon, St Peter at Arches""",Primary,SPOON,METAL,Post Medieval,1540,1901,"""17-18th century latten tinned spoon. Mark Rb""",Summary,497569,371295,,,,,,,,,,,,Chance find,The Collection,361.37
POINT (-0.541400261695796 53.2359203157241),C525E54F-DDB4-4D59-A14E-7C4160379C6D,,Lincoln Heritage Database Event No,10621,,"""Roman Coin, Westgate""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, AE 3 of Constantius II, AD 337-361, Rev GLORIA EXERCITVS""",Summary,497450,371980,,,,,,,,,,,,Chance find,,
POINT (-0.519285781526872 53.2298043885656),C59E4D47-BB9F-4EB6-9075-3492858C149C,,Lincoln Heritage Database Event No,10622,,"""Medieval Silver Penny, SE of Monks Abbey""",Primary,COIN,SILVER,Medieval,1066,1540,"""Find of silver penny of Edward I, London Mint""",Summary,498940,371330,,,,,,,,,,,,Chance find,,
POINT (-0.546950571275552 53.2450226652093),C5CA75F8-3323-4158-BFCC-02E4E92617BD,,Lincoln Heritage Database Event No,10662,,"""Roman Coin, 9 Arras Close""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin; an as of Nero AD 54-68. Reverse SC and Victory advancing; Obverse IMP NERO CAESAR AVG P MAX TRP PP. Mint mark TRS Trier""",Summary,497059,372985,,,,,,,,,,,,Chance find,,
POINT (-0.536242113321845 53.2342749122256),C8ADA48A-1F75-41C9-8642-9A3AE709D02E,,Lincoln Heritage Database Event No,1508,,"""Architectural Fragment, Lincoln Cathedral""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""Part of an unprovenanced Norman carving. Figure in an arcade. From a font?""",Summary,497798,371804,,,,,,,,,,,,Chance find,The Collection,111.72
POINT (-0.535989006093447 53.2315928913219),C9326C72-E477-4FDA-ACB5-ADC2DC72BCCC,,Lincoln Heritage Database Event No,7887,,"""Roman Architectural Fragment, Lindum Road""",Primary,ARCHITECTURAL FRAGMENT,STONE,Roman,0043,0410,"""Reference to a ""hollow moulding stone found on the east side of the old Roman wall below the hill at Lincoln..""  Several large stones were recorded in 1785 while constructing Lindum Hill. One was inscribed POLLINES, interpreted as APOLLINE(N)S(ES), members of the guild of Apollo. The stone is now lost.""",Summary,497821,371506,,,,,,,,,,,,Chance find,,
POINT (-0.541011907334918 53.2253077913596),C99DAA66-2BCE-4A43-8F5E-625DDDC40246,,Lincoln Heritage Database Event No,10656,,"""Post Medieval Tradesmen's Token, Tentercroft Street car park""",Primary,TOKEN,,Post Medieval,1540,1901,"""Find of a 17th-century tradesmens token at the rear of the car park. Obverse; SAMVELL WILLIAMS, The Stationerys Arms;  Reverse IN LINCOLNE 1657 S.E.W.""",Summary,497500,370800,,,,,,,,,,,,Chance find,,
POINT (-0.54213939294885 53.2370980091135),CA5AFEEF-439C-4FB1-8AA5-2C014079459E,,Lincoln Heritage Database Event No,327,,"""Roman Finds, Cuthberts Yard""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Excavations for an air-raid shelter uncovered Roman pottery including a Samian ware sherd (stamped: MAC[) and a Roman brooch""",Summary,497398,372110,,,,,,,,,,,,Chance find,The Collection,20.4
,CA5AFEEF-439C-4FB1-8AA5-2C014079459E,,,,,,Primary,BROOCH,BRONZE,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.536894577544523 53.2239268527086),CAF24218-3F31-44CF-86A0-2070246AEC8E,,Lincoln Heritage Database Event No,1495,,"""Thing, 27 Kesteven Street""",Primary,UNIDENTIFIED OBJECT,,Uncertain,,,"""unknown find""",Summary,497778,370652,,,,,,,,,,,,Chance find,The Collection,108.7
POINT (-0.536105090371499 53.232142685119),CB2362B8-F1CB-40AE-9861-198653BEF0AC,,Lincoln Heritage Database Event No,178,,"""Early Medieval Silver Penny, Usher Gallery Gardens""",Primary,COIN,SILVER,Early Medieval,1050,1053,"""An Edward the Confessor silver penny of the Stamford Mint was found somewhere in the gallery grounds. The coin is from the heavy coinage of the expanding cross type (BMC type V) issued between 1050-53.""",Summary,497812,371567,"""+ FAERGRIM ON[ST]ANFO""",Old English,Inscription on reverse.,Roman,,,,,,,,Chance find,The Collection,
POINT (-0.545759448006073 53.2324136834303),CB746B05-FCE0-4286-885A-0532A2D4B484,,Lincoln Heritage Database Event No,7684,,"""Cremation Burials, West Parade""",Primary,CREMATION,Bone,Roman,0043,0410,"""A cremation burial group, found in 1884 on the north side of West Parade, while levelling a mound for building, comprises a grey bead-rimmed rouletted jar, a carinated bowl, with ashes, and two screw-necked flagons, and belongs to the 1st century. (Richmond)""",Summary,497167,371584,,,,,,,,,,,,Chance find,,
POINT (-0.560929361676297 53.2433493570003),CC21C93D-90B4-40C9-A3EE-8B95F4A43710,,Lincoln Heritage Database Event No,2987,,"""Roman Coin, Allotment gardens""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, an Antoninianus of Postumus,  AD 259-268, RIC No 144""",Summary,496130,372780,,,,,,,,,,,,Chance find,The Collection,53.7
POINT (-0.54109844099047 53.2280506915534),CCDF0C4E-1926-4A5C-8C21-46FA734988F6,,Lincoln Heritage Database Event No,1509,,"""Roman Pottery Fragments, St Benedicts Square""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Pottery fragments including the whole base of a colour-coated Roman pot with lattice decoration in contrasting colours""",Summary,497488,371105,,,,,,,,,,,,Chance find,The Collection,40.73
POINT (-0.534377822078758 53.2309528062539),CEC86BDF-6E20-4039-9F46-0C0AEEAC3F70,,Lincoln Heritage Database Event No,1446,,"""Jug, Site of Baptist Chapel Monks Road""",Primary,JUG,CERAMIC,Uncertain,,,"""Jug""",Summary,497930,371437,,,,,,,,,,,,Chance find,The Collection,9607.06
POINT (-0.509807858429569 53.2309448255213),CF76281B-6544-4D80-A511-DDFC0C0CA05E,,Lincoln Heritage Database Event No,1473,,"""Bronze Pin, Greetwell Villa""",Primary,PIN,BRONZE,Roman,0043,0410,"""Bronze pin""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,24.07
POINT (-0.534790694796792 53.2311466646226),D17A888A-86A5-4B88-8D3E-70B48C2ADEA3,,Lincoln Heritage Database Event No,1455,,"""Medieval Pilgrim Bottle, School of Art""",Primary,AMPULLA,CERAMIC,Medieval,1066,1540,"""Pilgrim bottle. Cologne stone ware""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9621.06
POINT (-0.546561894887164 53.2334932362503),D1D0C038-88B7-433E-8E9B-2857D7B8721C,,Lincoln Heritage Database Event No,10653,,"""Roman Coin, 12 Yarborough Road""",Primary,COIN,METAL,Roman,0043,0410,"""Find of a worn Roman coin, probably 3rd-century of Tetricus II. Found in the garden""",Summary,497111,371703,,,,,,,,,,,,Chance find,,
POINT (-0.537337851159319 53.2386123759183),D223352C-7F15-4321-9792-274A4DF4B52E,,Lincoln Heritage Database Event No,10666,,"""Human Remains and Roman Pottery, Stonefield Cottage""",Primary,HUMAN REMAINS,Bone,Roman,0043,0410,"""Find of human skull and bones at a depth of 1.5m, disturbed and possibly redeposited. Also an RB incurved bowl with frilling just below the rim, of a type made at Swanpool, and a Nene valley ware box lid and beaker rim. The finds were not necessarily related.""",Summary,497715,372285,,,,,,,,,,,,Chance find,,
,D223352C-7F15-4321-9792-274A4DF4B52E,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.509829692568022 53.2324733425835),D3D013CF-235E-44AE-8E7E-81391986436F,,Lincoln Heritage Database Event No,332,,"""Roman wall plaster, Monks Tower Estate""",Primary,WALL PLASTER,PLASTER,Roman,0043,0410,"""During excavations for this estate, an amount of Roman wall plaster was recovered by workmen""",Summary,499565,371640,,,,,,,,,,,,Chance find,The Collection,50.77
POINT (-0.537327322882923 53.2362839321644),D4262860-854F-4B9A-A965-E5BA4D10E079,,Lincoln Heritage Database Event No,1639,,"""Roman Pottery and Tiles, Cottesford Place""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman pottery and tiles""",Summary,497721,372026,,,,,,,,,,,,Chance find,The Collection,37.77
,D4262860-854F-4B9A-A965-E5BA4D10E079,,,,,,Primary,TILE,TILE,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.54013273638477 53.2273736341978),D4A4D5B4-EF0A-4BE8-B0DD-39A7A0BED92F,,Lincoln Heritage Database Event No,562,,"""Medieval Pottery, Architectural Fragments and Human Remains, Cornhill""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Medieval pottery, a carved stone fragment and a human skull found on a building site to the south of the Cornhill (W H Smiths?)""",Summary,497554,371031,,,,,,,,,,,,Chance find,The Collection,
,D4A4D5B4-EF0A-4BE8-B0DD-39A7A0BED92F,,,,,,Primary,ARCHITECTURAL FRAGMENT,STONE,Uncertain,,,,Summary,,,,,,,,,,,,,,,,
,D4A4D5B4-EF0A-4BE8-B0DD-39A7A0BED92F,,,,,,Primary,HUMAN REMAINS,Bone,Uncertain,,,,Summary,,,,,,,,,,,,,,,,
POINT (-0.538641070144649 53.2430242859105),D4C02991-7D28-42F6-9CDD-59B4500787DD,,Lincoln Heritage Database Event No,1589,,"""Roman Cinerary Urn, Anti-Airforce HQ Newport""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""RB coarse gritty ware cinerary urn""",Summary,497618,372774,,,,,,,,,,,,Chance find,The Collection,20.38
POINT (-0.550241969526655 53.2367653246759),D4D8C039-63C7-4A36-9510-D75BAFFA0243,,Lincoln Heritage Database Event No,1596,,"""Neolithic Arrowhead, 3 Queens Crescent""",Primary,BARBED AND TANGED ARROWHEAD,FLINT,Neolithic,-4000,-2200,"""Barbed and tanged flint arrowhead""",Summary,496858,372062,,,,,,,,,,,,Chance find,The Collection,4.5
POINT (-0.578565481106537 53.2221657130141),D53F55F8-25DA-474A-B351-E63DCDADE758,,Lincoln Heritage Database Event No,1654,,"""Medieval pottery, Haw Hill Oak Farm Swanpool""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Medieval pottery sherds""",Summary,495000,370400,,,,,,,,,,,,Chance find,The Collection,186.78
POINT (-0.533127596658315 53.2412305630652),D98ACAC6-8FA5-4A4D-837E-D7429F9CE007,,Lincoln Heritage Database Event No,1517,,"""Roman Cremation Jar, Newport Cemetery""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""Roman jar in Lincoln Racecourse or Black-Burnished ware. Mid-late 3rd century. Cremated bones from inside the jar. Sherds of Black-Burnished dish associated with the jar""",Summary,497990,372582,,,,,,,,,,,,Chance find,The Collection,59.75
POINT (-0.532278681435778 53.2331923678173),DA2D8779-48CC-4C42-9091-0C217FE150AE,,Lincoln Heritage Database Event No,1552,,"""Medieval Ridge Tile, Adam & Eve Lindum Road""",Primary,TILE,TILE,Medieval,1066,1540,"""Finial of a ridge tile of a dove. 13th century""",Summary,498065,371689,,,,,,,,,,,,Chance find,The Collection,799.27
POINT (-0.543449034373009 53.2307403711419),DACA8E7F-CB7C-4E0F-84B4-4B24BAA1A974,,Lincoln Heritage Database Event No,1613,,"""Lead Plaque, 11 The Park""",Primary,PLAQUE,LEAD,Uncertain,,,"""Lead plaque from cistern""",Summary,497325,371401,,,,,,,,,,,,Chance find,The Collection,91.56
POINT (-0.53777885775271 53.2300686428939),DAD15C97-903D-4771-83D9-58C599E28010,,Lincoln Heritage Database Event No,1480,,"""Bellarmine Jug, Co-op Silver Street""",Primary,JUG,CERAMIC,Uncertain,,,"""Bellarmine jug""",Summary,497705,371334,,,,,,,,,,,,Chance find,The Collection,138.08
POINT (-0.53552885975499 53.2384912800868),DB2B7AAB-DFD3-4C12-A7A4-682466F35FE1,,Lincoln Heritage Database Event No,306,,"""Roman and Early Medieval Pottery, Middletons Field""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman and Saxo-Norman pottery was recorded from this site. It was thought to have been litter from the city streets and used to fill stone quarries on this side of Ermine Street. Also a skeleton in crouched position - no associated remains. Finger bones had been removed from hand and placed under chin.""",Summary,497836,372274,,,,,,,,,,,,Chance find,The Collection,55.77
POINT (-0.542156191597086 53.2224900544894),DB9D04E8-3F6D-43FC-8075-36F1ECE5359F,,Lincoln Heritage Database Event No,606,,"""Roman Tombstone Fragments, Monson Street""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Three Roman tombstone fragments were found here (no exact location given) sometime before 1866. They were gabled and measured 0.61m x 0.81m, and are now in the British Museum. Translation:  (..)rcu(..)s, son of Marcus, of the Camilian voting tribe, soldier of the Ninth legion""",Summary,497430,370485,"""[..]rcu[./...]s M(arci [f(ilius)] / Camilia (tribu) Pisa/uro mil(es) / leg(ionis) V[IIII?""",Latin,,Roman,,,,,Height,Millimetres,575,Chance find,British Museum,
