WKT,ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Site Name,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,Location of Archive,Archive Reference Number,Compiler,Date of Compilation,Date of Last Update
POINT (-0.536861110576734 53.2372131325341),312fc1d5-041f-436b-a04f-33f5df4d5310,63,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1970. Part of EBS70""",EXCAVATION,"""See EBS70 local society excavation. Pottery recorded separately""",Summary,1970-01-01,1970-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536861110576734 53.2372131325341),4baaa3c0-ad7c-4d88-a2ee-0faf97a47380,64,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1973. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1973-01-01,1973-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536861110576734 53.2372131325341),5a50bd83-478d-4d2c-a812-a6fa32ae6a79,65,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1974. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1974-01-01,1974-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536861110576734 53.2372131325341),ea09c47e-b39d-471b-b28a-4478d4a2cac3,66,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1978. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1978-01-01,1978-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536833300091138 53.2371498637553),6a7f8530-353a-40dc-b897-821be6a4f9f0,67,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1979. Part of EBS70""",EXCAVATION,"""See EBS70 local society excavation. Pottery recorded separately""",Summary,1979-01-01,1979-12-31,497752,372123,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536075874816991 53.2369517821612),4cb95435-97d5-4c4a-a63d-d52dfb4d562f,68,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at 14 East Bight""",Primary,"""East Bight 1980. LAT Excavation""",EXCAVATION,"""Excavation site in advance of the construction of 14 East Bight, consisting of one trench""",Summary,1980-10-01,1981-05-01,497803,372102,Lincoln City and County Museum,2000.237,Michael Dore,1995-01-17,2013-09-13
POINT (-0.536861110576734 53.2372131325341),0d959927-19c0-423e-b85b-93a1298def6f,69,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1981. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1981-01-01,1981-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536861110576734 53.2372131325341),1d05ecb6-796c-4e00-a596-72a616d7e91e,70,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1982. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1982-01-01,1982-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.536861110576734 53.2372131325341),682565ad-4007-4d9c-a010-c7c7bca2ebf8,71,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight 1983. Part of EBS70""",EXCAVATION,"""Part of EBS70 local society excavation""",Summary,1983-01-01,1983-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-17,2013-09-16
POINT (-0.535440475642463 53.2362517754293),f01c1026-4e5e-4285-98f8-0fdcdc382bb9,72,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at East Bight""",Primary,"""17 East Bight (now 19 East Bight)""",TRIAL TRENCH,"""Evaluation site prior to development consisting of two trial trenches.""",Summary,1992-05-19,1992-05-20,497847,372025,Lincoln City and County Museum,2005.199,Michael Dore,1995-01-18,2013-09-13
POINT (-0.536819241663051 53.2371227222991),d9cfa4ea-4415-4547-b2e3-9ab497d2f774,73,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at East Bight""",Primary,"""East Bight""",BUILDING SURVEY,"""Survey site""",Summary,1993-07-30,1993-07-30,497753,372120,Lincoln City and County Museum,44.93,Michael Dore,1995-01-18,1996-01-08
POINT (-0.536861110576734 53.2372131325341),0563f6c9-9e2d-4b3c-a7f2-47cb3107d87a,74,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight Society Dig 1980. Part of EBS70""",EXCAVATION,"""Excavated with EBS70 local society excavation but finds recorded separately by CLAU""",Summary,1980-01-01,1980-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-18,2013-09-16
POINT (-0.536861110576734 53.2372131325341),898ebfbb-4edc-4023-84d2-b8233a8b9774,75,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at East Bight""",Primary,"""East Bight Society dig 1970 to 1983""",EXCAVATION,"""Local society excavation spread over many seasons""",Summary,1970-01-01,1983-12-31,497750,372130,Lincoln City and County Museum,,Michael Dore,1995-01-18,1995-01-18
POINT (-0.535446354352209 53.23564055242),8fbeb6d1-65b1-43b9-ad85-7434ef3ede5c,76,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Eastgate""",Primary,"""Eastgate 1963-6""",EXCAVATION,"""Excavation site.""",Summary,1963-01-01,1966-12-31,497848,371957,Lincoln City and County Museum,,Michael Dore,1995-01-18,1996-07-12
POINT (-0.535438993459548 53.2358562132493),b0071449-980c-4c1c-85fa-c9f3088c2a92,77,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Eastgate""",Primary,"""Eastgate Hotel 1971""",EXCAVATION,"""Excavation site""",Summary,1971-03-01,1971-03-01,497848,371981,Lincoln City and County Museum,2000.238,Michael Dore,1995-01-18,2013-09-10
POINT (-0.541676925292627 53.2273385993733),45e8f28a-c3e5-4eae-8c7d-7b133c1649f2,78,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at High Street""",Primary,"""East Midlands Electricity showroom, 191 High Street""",EXCAVATION,"""Excavation site""",Summary,1992-02-27,1992-05-12,497451,371025,Lincoln City and County Museum,2005.2,Michael Dore,1995-01-18,2013-09-13
POINT (-0.541587689961879 53.2273195282709),3cdc398d-b3e2-41cf-b4e9-7c0d5bb6a372,79,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at High Street""",Primary,"""East Midlands Electricity showroom, 191 High Street""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) in advance of the construction of an extension. Most of the pre-modern archaeology on the site had been truncated by 19th-20th-century structures to a depth of c 1.5m, but in other areas it was present c 0.4m-0.5m below the ground surface. This Archaeological monitoring and recording (watching brief) followed evaluation (eme92)""",Summary,1992-05-12,1992-05-27,497457,371023,Lincoln City and County Museum,2005.2,Michael Dore,1995-01-18,2013-09-16
POINT (-0.537956344592344 53.2314552246558),07bdf1d0-e7bc-4b90-9fbb-4ee38ccc011b,80,Lincoln Heritage Database Events,,Investigative Activity,"""Trial Trench at Flaxengate""",Primary,"""Flaxengate 1969""",TRIAL TRENCH,"""Evaluation site. A trial trench to the north of f72 site. It was taken to a depth of 4.88m, with 3.66m of ""recent"" build-up over 0.3m of Saxon-Norman (including one large pit cut into the natural clay) and 0.9m of Roman levels. No structures were found.""",Summary,1969-01-01,1969-12-31,497690,371488,Lincoln City and County Museum,,Michael Dore,1995-01-18,2008-10-07
POINT (-0.538247005083963 53.2312789966503),17f8362e-25f9-4aad-81e8-bf580adc93a1,81,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Flaxengate/Grantham Street""",Primary,"""Flaxengate 1972-79""",EXCAVATION,"""Excavation site""",Summary,1972-01-01,1979-12-31,497671,371468,Lincoln City and County Museum,2006.211,Michael Dore,1995-01-18,2013-09-10
POINT (-0.539010011289045 53.2357112516541),e08c2eb9-42ed-4cfb-9589-2002e57a6428,82,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Bailgate/Westgate""",Primary,"""St Paul-in-the-Bail 1972""",EXCAVATION,"""Excavation site after the demolition of the Victorian church of St Paul-in-the-Bail. Work took place from 1972 until 1984 in the church area 1972-1979. The well was found in 1979 and excavated in April 1984. The were three areas; the east and west parts of the church area forum and the well. The report deals with all contexts in one sequence, however.""",Summary,1972-01-01,1984-04-30,497610,371960,Lincoln City and County Museum,2000.246,Michael Dore,1995-01-05,2013-09-10
POINT (-0.538060048959341 53.240724807873),e2e2a84e-5217-4f65-b354-2fb57d9088c5,83,Lincoln Heritage Database Events,,Investigative Activity,"""Casual Observation at Newport""",Primary,"""Newport""",CASUAL OBSERVATION,"""Newspaper report of the discovery of 12 stone coffins while carrying out electricity cable laying. Described as being about 5 feet from the east kerb of Newport, and about a quarter of a mile north of Newport Arch. The alignment was east-west and it was considered that they were of Roman date""",Summary,1964-01-01,1968-12-31,497662,372519,,,John Herridge,2012-04-23,
POINT (-0.547325602344295 53.2127005173089),b66a5cc2-45c3-4417-92e7-4bcb31e3a890,84,Lincoln Heritage Database Events,,Investigative Activity,"""Casual Observation at 37 St Catherines""",Primary,"""37 St Catherines""",CASUAL OBSERVATION,"""Report of the finding of two stone coffins, a complete skeleton and numerous skulls and other human remains, while building the Kesteven Police Station at 37 St Catherines in 1860 (LC 02/0/1860). Associated with St Catherine's Priory. The remains were re-interred.""",Summary,,,497107,369389,,,John Herridge,2013-02-07,
POINT (-0.537597233044622 53.2314418297477),c70fe23b-6702-4b74-bfe5-b72adbf7bee9,85,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Flaxengate""",Primary,"""Flaxengate Booster Station""",EXCAVATION,"""Excavations revealed a succession of dumps, probably of garden soil. These were occasionally cut by features of unknown purpose, filled with similar soil. An assemblage of animal bones lay on one surface, immediately south of three near vertically set large limestone boulders. Further soil build-up or dumping continued and was cut by 19th- or 20th-century features buried under demolition rubble. The earlier dumps appeared to be of late medieval date, but there was a high proportion of late 9th- or early 10th-century pottery.""",Summary,1988-12-13,1988-12-21,497714,371487,Lincoln City and County Museum,2006.167,Michael Dore,1995-01-18,2013-09-13
POINT (-0.540678240343019 53.228513009011),cd7cdd0a-5cf0-4499-bcdd-f03b4c401f8e,86,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at High Street""",Primary,"""High Bridge""",BUILDING SURVEY,"""Survey site""",Summary,1994-11-01,1994-11-01,497515,371157,Lincoln City and County Museum,164.94,Michael Dore,1995-01-11,1996-01-09
POINT (-0.554372791696394 53.2155550202656),462cfb1d-d44b-4a0a-b506-6dc790982ada,87,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Boultham Park Road""",Primary,"""Earls Park, Boultham Park Road""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) on groundworks for housing development. Owing to waterlogging and late notification to CLAU of commencement of work, resulting in site being open to weather and effects of groundworks, no archaeological deposits were observed. Several fragments of apparently Roman pottery, however, were recovered from spoil heaps .""",Summary,1994-11-11,1995-01-27,496630,369697,Lincoln City and County Museum,165.94,Michael Dore,1994-11-11,2000-01-12
POINT (-0.536376611934293 53.2373600085323),ea4cae53-465b-4229-80ca-44373a174147,88,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Church Lane""",Primary,"""Francis Hill Court Church Lane""",WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during underpinning works. Shallow excavations revealed only disturbance related to the construction of the property. Deposits below may have been ditch fill but no datable finds were recovered.""",Summary,1994-01-13,1994-04-19,497782,372147,Lincoln City and County Museum,1.94,Michael Dore,1995-01-18,2005-10-05
POINT (-0.53741078687008 53.2316373142376),0c72d80e-a723-45ad-911f-93dfdf29d0ce,89,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Flaxengate""",Primary,"""Flaxengate 1945-7""",EXCAVATION,"""Excavation site. The location is not recorded precisely, but it must be either between the two strips of housing fronting Danes Terrace and Flaxengate in the northern half of the site, or possibly further east in the southern part, after 1930s clearance of housing on Danes Terrace and courts to the west.""",Summary,1945-07-25,1948-12-31,497726,371509,Lincoln City and County Museum,"44.47, 7.45, 37.47, 45.47",Michael Dore,1994-11-14,2010-02-16
POINT (-0.53798568382879 53.2314735637948),3d18c5d4-a6ef-4c32-88b4-96bf5e05965c,90,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Flaxengate""",Primary,"""Flaxengate 1958""",EXCAVATION,"""Excavation site.""",Summary,1958-01-01,1958-12-31,497688,371490,,,Paul Miles,1996-01-09,2006-07-03
POINT (-0.536320758640827 53.2332870177676),9af5223d-fc25-4251-88e9-dda4936374e3,91,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Minster Yard""",Primary,"""Lincoln Bishops Palace 1972""",EXCAVATION,"""Kitchen courtyard excavation site""",Summary,1972-03-26,1972-04-22,497795,371694,Lincoln City and County Museum,,Michael Dore,1994-11-16,1996-01-09
POINT (-0.539862545333926 53.2313527352203),8e1ee527-3e6f-4b77-8d99-07b9eb916cf9,92,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at High Street""",Primary,"""Grand Cinema (Garmston House)""",BUILDING SURVEY,"""Survey site""",Summary,1990-10-17,1990-12-01,497563,371474,Lincoln City and County Museum,2006.74,Michael Dore,1995-01-18,2013-09-13
POINT (-0.540776997866508 53.2330989329856),64f63500-b62c-4cc8-a8b9-e249adcf9e18,93,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Gibraltar Hill""",Primary,"""Gibraltar Hill 1988""",EXCAVATION,"""Excavation site""",Summary,1988-05-01,1988-12-31,497498,371667,Lincoln City and County Museum,2006.168,Michael Dore,1995-01-18,2013-09-13
POINT (-0.53695923558963 53.2295012276732),77f3e5ce-993f-4bf1-aabd-f60ad8fc66c4,94,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Broadgate/Free School Lane""",Primary,"""Greyfriars/Library""",EXCAVATION,"""Excavation site""",Summary,1991-10-21,1991-12-20,497761,371272,Lincoln City and County Museum,2005.32,Michael Dore,2013-09-13,1996-01-10
POINT (-0.538649512663962 53.2313378698361),8f2f0002-901e-4cc0-86d6-be26b998f0da,95,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Grantham Place/Grantham Street""",Primary,"""Grantham Place 1981""",EXCAVATION,"""Excavation site. Part of the excavation trench was encountered in 2007 (LIST06)""",Summary,1981-09-01,1981-11-01,497644,371474,Lincoln City and County Museum,2006.212,Michael Dore,1995-01-18,2013-09-13
POINT (-0.534086647952557 53.2324594857889),7dcd6e1a-f63c-44bd-abfc-2135ee0fdc4c,96,Lincoln Heritage Database Events,,Investigative Activity,"""Evaluation at Greestone Stairs""",Primary,"""Greestone Stairs""",EVALUATION,"""Excavation site. All archaeological deposits destroyed by later activity to a depth of 1.3m.""",Summary,1989-12-15,1989-12-15,497946,371605,Lincoln City and County Museum,2006.17,Michael Dore,1995-01-18,2013-09-13
POINT (-0.540414507736189 53.2314224227357),9827d9e3-5cc0-46ae-8ac6-f193145bcf4d,97,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at Hungate/Motherby Lane""",Primary,"""Hungate 1983-5-6""",EXCAVATION,"""Excavation site""",Summary,1983-09-01,1986-08-01,497526,371481,Lincoln City and County Museum,2006.213,Michael Dore,1994-11-14,2013-09-13
POINT (-0.542007563711439 53.226866193277),72d62576-5888-403a-ac19-7aad8ced0bd2,98,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at 181-183 High Street/Brayford Wharf East""",Primary,"""Holmes Grainwarehouse 1972""",EXCAVATION,"""Excavation in advance of the construction of Wigford Way and 180 High Street, undertaken under rescue conditions. One trench 6.5m x 13m was extended westwards by an additional 15m. Evidence was recovered of occupation from the late Iron-Age to modern periods. The trench was divided into five areas for the site report""",Summary,1972-01-01,1972-12-31,497430,370972,Lincoln City and County Museum,85.99,Michael Dore,1994-11-14,2013-09-10
